,CENPK_ETH_vs_CENPK_EXP,HUMgE_72h_vs_CENPK_ETH,HUMgE_72h_vs_CENPK_EXP,HUMgE_72h_vs_HUMgE_ETH,HUMgE_96h_vs_CENPK_ETH,HUMgE_96h_vs_CENPK_EXP,HUMgE_96h_vs_HUMgE_72h,HUMgE_ETH_vs_CENPK_ETH,HUMgE_ETH_vs_CENPK_EXP,HUMgE_ETH_vs_HUMgE_EXP,HUMgE_EXP_vs_CENPK_EXP,HUMgE_EXP_vs_HUMg_EXP,HUMgEhE_72h_vs_CENPK_ETH,HUMgEhE_72h_vs_CENPK_EXP,HUMgEhE_72h_vs_HUMgEhE_ETH,HUMgEhE_96h_vs_CENPK_ETH,HUMgEhE_96h_vs_CENPK_EXP,HUMgEhE_96h_vs_HUMgEhE_72h,HUMgEhE_ETH_vs_CENPK_ETH,HUMgEhE_ETH_vs_CENPK_EXP,HUMgEhE_ETH_vs_HUMgEhE_EXP,HUMgEhE_EXP_vs_CENPK_EXP,HUMgEhE_EXP_vs_HUMgE_EXP,HUMgEh_EXP_vs_CENPK_EXP,HUMgEh_EXP_vs_HUMg_EXP,HUMg_EXP_vs_CENPK_EXP,LIMg_72h_vs_CENPK_ETH,LIMg_72h_vs_CENPK_EXP,LIMg_72h_vs_NER_72h,LIMg_96h_vs_CENPK_ETH,LIMg_96h_vs_CENPK_EXP,LIMg_96h_vs_LIMg_72h,LIMg_96h_vs_NER_96h,NER_72h_vs_CENPK_ETH,NER_72h_vs_CENPK_EXP,NER_96h_vs_CENPK_ETH,NER_96h_vs_CENPK_EXP,NER_96h_vs_NER_72h,NERgE_72h_vs_CENPK_ETH,NERgE_72h_vs_CENPK_EXP,NERgE_72h_vs_NERg_72h,NERgE_96h_vs_CENPK_ETH,NERgE_96h_vs_CENPK_EXP,NERgE_96h_vs_NERgE_72h,NERgE_96h_vs_NERg_96h,NERg_72h_vs_CENPK_ETH,NERg_72h_vs_CENPK_EXP,NERg_72h_vs_NER_72h,NERg_96h_vs_CENPK_ETH,NERg_96h_vs_CENPK_EXP,NERg_96h_vs_NER_96h,NERg_96h_vs_NERg_72h,VAL_72h_vs_CENPK_ETH,VAL_72h_vs_CENPK_EXP,VAL_72h_vs_NER_72h,VAL_96h_vs_CENPK_ETH,VAL_96h_vs_CENPK_EXP,VAL_96h_vs_NER_96h,VAL_96h_vs_VAL_72h,VALg_72h_vs_CENPK_ETH,VALg_72h_vs_CENPK_EXP,VALg_72h_vs_VAL_72h,VALg_96h_vs_CENPK_ETH,VALg_96h_vs_CENPK_EXP,VALg_96h_vs_VAL_96h,VALg_96h_vs_VALg_72h
YOL159C-A,13.8246,-1.7831,12.0416,-0.7903,-1.7237,12.101,0.0594,-0.9928,12.8318,12.8318,0,-7.5472,-10.4273,3.3973,3.3973,-13.8246,0,-3.3973,-13.8246,0,-7.2383,7.2383,7.2383,11.795,4.2478,7.5472,-13.8246,0,-7.6501,-13.8246,0,0,-4.0739,-6.1745,7.6501,-9.7508,4.0739,-3.5763,-9.8293,3.9954,-8.218,-9.8399,3.9848,-0.0106,-4.0671,-1.6113,12.2133,4.5632,-5.7728,8.0518,3.978,-4.1615,-10.1107,3.714,-3.9362,-1.7772,12.0474,7.9736,8.3335,-2.5793,11.2454,7.5314,-13.8246,0,-12.0474,-11.2454
YOP1,-0.298,-1.2781,-1.5761,-0.5397,-0.511,-0.809,0.7671,-0.7384,-1.0364,-1.8021,0.7657,0.6235,0.7417,0.4437,0.3089,0.1969,-0.1011,-0.5448,0.4329,0.1348,-0.2289,0.3638,-0.4019,0.1318,-0.0104,0.1422,-0.0642,-0.3622,-1.234,0.2113,-0.0867,0.2754,-0.0057,1.1698,0.8718,0.217,-0.081,-0.9528,-0.0346,-0.3327,-0.0427,-0.4893,-0.7873,-0.4547,-0.2664,0.008,-0.29,-1.1618,-0.2229,-0.5209,-0.4399,-0.2309,1.226,0.928,0.0562,-0.3031,-0.6011,-0.5201,-1.5291,1.0043,0.7063,-0.2217,0.7828,0.4847,1.0858,-0.2215
YOR019W,0,11.2818,11.2818,-0.3245,3.3959,3.3959,-7.8859,11.6063,11.6063,8.4243,3.182,3.182,11.3172,11.3172,0.3448,0,0,-11.3172,10.9724,10.9724,10.9724,0,-3.182,0,0,0,0,0,-11.4175,0,0,0,-7.0748,11.4175,11.4175,7.0748,7.0748,-4.3426,0,0,0,3.7033,3.7033,3.7033,3.7033,0,0,-11.4175,0,0,-7.0748,0,6.5772,6.5772,-4.8402,0,0,-7.0748,-6.5772,0,0,-6.5772,0,0,0,0
YOR020W-A,2.6132,-1.0568,1.5564,-0.8835,-2.2321,0.3811,-1.1753,-0.1733,2.44,-0.2848,2.7248,2.4413,-0.2395,2.3737,0.421,-1.7117,0.9015,-1.4722,-0.6605,1.9527,-0.1193,2.072,-0.6528,-3.1637,-3.4472,0.2835,-5.0326,-2.4193,-5.5062,-0.0346,2.5786,4.998,0.7002,0.4736,3.0868,-0.7348,1.8784,-1.2084,0.3667,2.9799,1.4492,0.0527,2.6659,-0.314,0.8372,-1.0825,1.5307,-1.5561,-0.7845,1.8288,-0.0497,0.298,0.5556,3.1688,0.082,-1.1134,1.4998,-0.3786,-1.6691,-0.594,2.0192,-1.1496,-0.6956,1.9176,0.4178,-0.1016
YOR022C,1.7092,-0.7093,0.9999,-0.7558,-0.9551,0.7541,-0.2458,0.0465,1.7557,-0.7985,2.5542,0.8642,0.3725,2.0817,0.5361,-0.8634,0.8458,-1.2359,-0.1636,1.5456,-0.2065,1.752,-0.8022,1.7495,0.0594,1.69,-1.1668,0.5424,-1.7271,-0.9866,0.7226,0.1802,-1.2955,0.5604,2.2696,0.309,2.0182,-0.2514,0.3978,2.107,0.6765,-0.7378,0.9714,-1.1356,0.1332,-0.2787,1.4305,-0.8391,-0.871,0.8382,-1.18,-0.5923,0.6848,2.394,0.1244,-0.5729,1.1363,-0.8819,-1.2577,0.7984,2.5076,0.1137,0.7147,2.4239,1.2876,-0.0837
YOR062C,-6.189,4.0116,-2.1773,-3.5387,0.34,-5.849,-3.6716,7.5504,1.3614,7.7039,-6.3425,-7.8845,3.2146,-2.9744,-2.8749,3.7534,-2.4356,0.5388,6.0895,-0.0995,9.5199,-9.6194,-3.2769,-2.5076,-4.0495,1.542,0.0703,-6.1187,-0.1421,-0.0499,-6.2389,-0.1202,-4.3002,0.2124,-5.9766,4.2503,-1.9387,4.0379,0.2851,-5.9038,-0.1126,-3.4304,-9.6194,-3.7156,-3.7003,0.3978,-5.7912,0.1854,0.2699,-5.9191,-3.9804,-0.1279,-3.4304,-9.6194,-3.6429,-0.3685,-6.5575,-4.6188,3.0619,0.6299,-5.559,4.0604,-3.4304,-9.6194,-3.0619,-4.0604
YOR093C,1.0037,-0.5235,0.4802,0.5402,-0.7151,0.2887,-0.1916,-1.0637,-0.06,-2.0309,1.9709,0.8078,-0.0158,0.988,0.1426,-0.7158,0.2879,-0.7,-0.1583,0.8454,-0.0408,0.8862,-1.0847,1.2311,0.0681,1.1631,-4.2537,-3.2499,-5.4178,-1.5947,-0.591,2.6589,-1.9842,1.1641,2.1678,0.3895,1.3932,-0.7746,0.7306,1.7343,0.447,-4.3313,-3.3276,-5.0619,-4.0209,0.2836,1.2873,-0.8805,-0.3104,0.6933,-0.6999,-0.594,1.0552,2.0589,-0.1089,-0.38,0.6237,-0.7695,-1.4352,0.4776,1.4814,-0.5775,0.1486,1.1524,0.5286,-0.329
YOR1,-2.7409,3.1142,0.3732,-0.7262,3.8825,1.1416,0.7684,3.8404,1.0995,-1.782,2.8815,0.3781,4.5342,1.7932,-0.4778,4.7123,1.9713,0.1781,5.0119,2.271,-0.3784,2.6494,-0.2321,2.4835,-0.0198,2.5034,-3.9691,-6.7101,-9.3166,2.8354,0.0944,6.8045,-1.2994,5.3474,2.6065,4.1347,1.3938,-1.2127,5.2867,2.5458,0.795,4.3264,1.5854,-0.9603,-0.1285,4.4917,1.7508,-0.8557,4.4548,1.7139,0.3201,-0.0369,5.35,2.6091,0.0026,4.2708,1.5299,0.1361,-1.0792,4.4572,1.7163,-0.8928,4.3808,1.6399,0.11,-0.0764
YOR111W,0.9077,1.3459,2.2536,0.1437,1.7792,2.6869,0.4333,1.2022,2.1099,6.8727,-4.7628,-7.2844,0.5263,1.434,0.3628,0.5593,1.467,0.033,0.1634,1.0711,8.7486,-7.6775,-2.9147,2.5427,0.0211,2.5216,0.0409,0.9486,8.4708,-1.0442,-0.1366,-1.0852,-2.0183,-8.4299,-7.5222,0.9741,1.8818,9.404,1.3845,2.2922,0.023,1.1687,2.0764,-0.2158,-0.2027,1.3615,2.2692,9.7914,1.3714,2.2791,0.3973,0.0099,-0.2083,0.6994,8.2216,0.4516,1.3593,-0.5225,0.6599,1.109,2.0167,1.3173,1.2011,2.1088,0.7496,0.0922
YOR131C,1.0713,-0.5579,0.5134,-0.1688,-0.2794,0.7919,0.2785,-0.3891,0.6822,1.5403,-0.8581,-1.7039,-0.9902,0.0812,0.385,-1.0986,-0.0273,-0.1084,-1.3751,-0.3038,1.4562,-1.76,-0.9019,0.7914,-0.0544,0.8458,-1.6178,-0.5465,-0.5106,-1.1761,-0.1048,0.4417,-0.154,-1.1072,-0.0359,-1.022,0.0493,0.0852,-1.3388,-0.2675,-0.542,-0.5757,0.4956,0.7631,-0.1912,-0.7968,0.2745,0.3104,-0.3845,0.6868,0.6375,0.4123,-1.0013,0.07,0.1059,-0.4353,0.636,0.5867,0.566,-0.118,0.9533,0.8833,0.1203,1.1916,0.5556,0.2383
YOR152C,1.3721,-0.1597,1.2125,0.0867,0.0263,1.3984,0.1859,-0.2464,1.1257,-1.4569,2.5826,1.5401,0.9084,2.2806,0.4316,-0.6309,0.7412,-1.5393,0.4768,1.849,0.5716,1.2774,-1.3052,1.3036,0.2611,1.0425,-0.2325,1.1396,-1.0323,0.1235,1.4957,0.3561,-0.607,0.7998,2.1719,0.7305,2.1026,-0.0693,0.5324,1.9045,0.6281,0.8692,2.2414,0.3369,0.9366,-0.0957,1.2764,-0.8955,-0.0673,1.3048,-0.7978,0.0284,0.8714,2.2435,0.0716,0.3037,1.6758,-0.4268,-0.5677,-0.0022,1.3699,-0.8736,0.164,1.5362,-0.1396,0.1662
YOR238W,-2.2615,2.6722,0.4107,-0.2466,-0.3476,-2.6091,-3.0198,2.9188,0.6573,11.4238,-10.7664,-11.7054,3.2499,0.9885,0.7749,2.9355,0.674,-0.3145,2.475,0.2136,10.98,-10.7664,0,1.3197,0.3807,0.939,-0.9848,-3.2462,-4.2341,-5.1779,-7.4394,-4.1932,-4.6635,3.2494,0.9879,-0.5144,-2.7759,-3.7638,-8.505,-10.7664,-7.3393,-4.9403,-7.2018,3.5646,-4.5672,-1.1656,-3.4271,-4.415,-0.3731,-2.6345,0.1413,0.7926,3.0699,0.8085,-0.1794,-0.7432,-3.0047,-0.2288,-3.8131,-4.7199,-6.9814,-7.7899,2.7719,0.5104,3.5151,7.4918
YOR283W,-0.7125,-1.8115,-2.524,0.0668,-1.595,-2.3075,0.2165,-1.8783,-2.5908,0.1339,-2.7247,-2.0402,-2.1934,-2.9059,0.3604,-0.7031,-1.4155,1.4904,-2.5538,-3.2663,0.2877,-3.554,-0.8294,-0.8493,-0.1648,-0.6845,-0.8238,-1.5363,0.1999,-0.1187,-0.8312,0.7052,0.5344,-1.0237,-1.7362,-0.653,-1.3655,0.3707,-0.9767,-1.6891,-0.1811,-0.4415,-1.154,0.5352,-0.0813,-0.7956,-1.508,0.2281,-0.3602,-1.0727,0.2928,0.4354,-1.4315,-2.144,-0.4078,-0.5857,-1.2982,0.0674,0.8458,1.0232,0.3107,2.4547,0.83,0.1175,1.4156,-0.1932
YOR289W,3.7516,0.3048,4.0564,0.2733,-0.2269,3.5247,-0.5317,0.0315,3.7831,3.0817,0.7014,-2.1294,-1.3576,2.3939,1.2468,-2.2956,1.4559,-0.938,-2.6044,1.1471,4.6835,-3.5364,-4.2379,2.824,-0.0068,2.8308,-0.869,2.8826,0.9792,-0.9565,2.7951,-0.0875,-0.7811,-1.8482,1.9033,-0.1754,3.5762,1.6728,-0.4731,3.2785,-0.3721,0.3994,4.151,0.8725,0.2228,-0.101,3.6505,1.7472,0.1766,3.9282,0.352,0.2776,-2.1269,1.6246,-0.2787,-0.9672,2.7843,-0.7919,1.1597,-0.351,3.4005,1.7759,-0.0395,3.7121,0.9278,0.3116
YOR296W,0.382,0.161,0.543,4.0501,-7.8864,-7.5045,-8.0475,-3.8891,-3.5071,-4.4615,0.9544,0.0978,-0.3551,0.0269,0.0207,-0.6142,-0.2322,-0.2591,-0.3758,0.0061,-0.0848,0.091,-0.8634,0.6201,-0.2365,0.8566,-0.0881,0.2939,-0.8645,-0.1301,0.2519,-0.042,-0.3583,0.7764,1.1584,0.2282,0.6102,-0.5482,-3.8104,-3.4284,-3.4559,-3.5538,-3.1719,0.2565,0.3871,-0.3545,0.0275,-1.1309,-3.941,-3.559,-4.1692,-3.5865,0.408,0.79,-0.3684,0.5271,0.909,0.2989,0.1191,1.2799,1.6619,0.8719,1.3472,1.7291,0.8201,0.0673
YOR338W,0,0,0,-2.9094,0,0,0,2.9094,2.9094,0.2382,2.6712,-6.9218,11.7174,11.7174,0.7215,3.7323,3.7323,-7.9852,10.9959,10.9959,10.9959,0,-2.6712,0,-9.593,9.593,0,0,-10.7937,0,0,0,-10.828,10.7937,10.7937,10.828,10.828,0.0343,0,0,0,0,0,0,0,0,0,-10.7937,0,0,-10.828,0,12.0209,12.0209,1.2273,11.6732,11.6732,0.8452,-0.3477,0,0,-12.0209,0,0,-11.6732,0
YOR385W,-0.1859,0.1377,-0.0481,-0.4637,-0.1787,-0.3645,-0.3164,0.6015,0.4156,0.3152,0.1005,-2.4385,0.8951,0.7092,-0.187,1.2286,1.0428,0.3336,1.0821,0.8962,0.5998,0.2964,0.1959,2.426,-0.1129,2.5389,1.2128,1.0269,-1.0552,1.0203,0.8344,-0.1925,-1.2381,2.268,2.0821,2.2584,2.0725,-0.0096,1.5111,1.3252,-0.0511,1.3277,1.1418,-0.1834,-0.1937,1.5622,1.3764,-0.7057,1.5214,1.3355,-0.737,-0.0408,2.263,2.0771,-0.005,1.4502,1.2643,-0.8082,-0.8128,1.9885,1.8026,-0.2745,2.0007,1.8148,0.5505,0.0122
YOR387C,3.9295,-2.9506,0.979,-1.5896,-8.1863,-4.2568,-5.2357,-1.361,2.5685,-0.3963,2.9648,14.7551,-2.4303,1.4992,7.341,-3.9451,-0.0156,-1.5148,-9.7713,-5.8418,2.141,-7.9829,-10.9476,-11.7904,0,-11.7904,-15.7199,-11.7904,0,-15.7199,-11.7904,0,0,-15.7199,-11.7904,-15.7199,-11.7904,0,-15.7199,-11.7904,0,-15.7199,-11.7904,0,0,-15.7199,-11.7904,0,-15.7199,-11.7904,0,0,-15.7199,-11.7904,0,-15.7199,-11.7904,0,0,-15.7199,-11.7904,0,-15.7199,-11.7904,0,0
YOR389W,0.0557,0.6448,0.7005,-0.4705,-3.8173,-3.7616,-4.4621,1.1153,1.1709,0.2872,0.8837,1.3871,0.6061,0.6617,1.5497,-0.063,-0.0073,-0.669,-0.9437,-0.888,0.4037,-1.2918,-2.1755,-0.2523,0.251,-0.5033,-4.159,-4.1034,-4.2548,-7.564,-7.5084,-3.405,-7.1131,0.0957,0.1514,-0.4509,-0.3953,-0.5466,-7.3212,-7.2656,4.0979,-11.4192,-11.3635,-4.0979,-4.0794,-11.4192,-11.3635,-11.5149,-7.3398,-7.2842,-6.8889,4.0794,0.7368,0.7925,0.6411,-11.4192,-11.3635,-10.9683,-12.156,-11.4192,-11.3635,-12.156,-2.9711,-2.9154,8.4481,8.4481
YOS9,0.6099,-0.1203,0.4896,-0.5605,0.6461,1.256,0.7664,0.4402,1.0501,-0.6069,1.657,0.8388,0.2541,0.864,0.9337,0.2347,0.8446,-0.0194,-0.6797,-0.0698,-1.0042,0.9344,-0.7226,1.0256,0.2074,0.8182,-5.7356,-5.1257,-6.0175,-1.6041,-0.9942,4.1316,-1.6507,0.2819,0.8918,0.0466,0.6565,-0.2353,-0.4764,0.1335,4.3923,-5.1342,-4.5243,-4.6579,-4.1912,-4.8687,-4.2588,-5.1506,-0.943,-0.3331,-0.9896,3.9257,0.4503,1.0602,0.1684,-0.1034,0.5065,-0.15,-0.5537,-4.8495,-4.2396,-5.2998,-0.4566,0.1533,-0.3532,4.3929
YPC1,0,7.5784,7.5784,0.0473,12.0522,12.0522,4.4738,7.5311,7.5311,-4.6718,12.2028,0.1594,12.0819,12.0819,0.053,11.6719,11.6719,-0.41,12.029,12.029,0.1366,11.8923,-0.3105,12.5334,0.49,12.0434,6.813,6.813,-8.0195,3.446,3.446,-3.367,-10.7345,14.8326,14.8326,14.1806,14.1806,-0.652,13.5924,13.5924,4.765,8.061,8.061,-5.5314,-3.8111,8.8274,8.8274,-6.0052,11.8721,11.8721,-2.3084,3.0447,14.3152,14.3152,-0.5173,12.2947,12.2947,-1.8858,-2.0205,11.909,11.909,-2.4062,11.8434,11.8434,-0.4513,-0.0656
YPD1,0.4085,-1.235,-0.8264,0.1955,-0.6365,-0.2279,0.5985,-1.4305,-1.022,11.4965,-12.5184,-12.1478,-2.0277,-1.6192,4.0142,-2.9254,-2.5169,-0.8977,-6.0419,-5.6334,6.8851,-12.5184,0,-0.7585,-0.3879,-0.3706,-0.972,-0.5635,-0.6867,-1.1825,-0.774,-0.2105,-1.3054,-0.2853,0.1232,0.1229,0.5314,0.4082,-0.901,-0.4925,-0.6132,0.2778,0.6864,1.1789,0.3826,-0.2878,0.1207,-0.0025,-0.1048,0.3037,-0.2277,0.183,-0.2467,0.1619,0.0387,0.1161,0.5246,-0.0068,0.3628,0.1498,0.5583,0.3965,0.4101,0.8186,0.294,0.2603
YPF1,1.3876,0.1915,1.5792,-0.198,-0.547,0.8406,-0.7386,0.3895,1.7771,-0.9931,2.7702,1.2104,0.8728,2.2604,0.2747,-0.445,0.9426,-1.3178,0.598,1.9857,0.4621,1.5235,-1.2467,2.0154,0.4556,1.5599,0.5539,1.9415,-1.1061,0.3099,1.6975,-0.244,-0.5868,1.6599,3.0476,0.8967,2.2843,-0.7632,1.1481,2.5357,0.7212,0.4762,1.8639,-0.6718,0.3046,0.4269,1.8145,-1.2331,0.1716,1.5593,-0.7251,-0.2552,1.2931,2.6807,-0.3669,-0.5751,0.8126,-1.4718,-1.8681,0.6091,1.9967,-0.684,0.0444,1.4321,0.6195,-0.5647
YPI1,1.3475,-0.9784,0.3691,-0.2134,-0.5279,0.8195,0.4505,-0.765,0.5824,-0.1958,0.7782,0.2898,-1.7447,-0.3972,-0.5704,-1.2351,0.1124,0.5096,-1.1743,0.1732,0.3042,-0.131,-0.9092,0.868,0.3797,0.4884,-5.9902,-4.6427,4.6259,-1.2678,0.0797,4.7224,13.2219,-10.6162,-9.2687,-14.4897,-13.1422,-3.8735,-14.4897,-13.1422,-12.8493,-6.428,-5.0806,8.0617,-5.1615,-1.6404,-0.2929,8.9758,-1.2665,0.081,13.2232,0.3739,-14.4897,-13.1422,-3.8735,-14.4897,-13.1422,0,0,-0.5871,0.7604,13.9026,0.1248,1.4722,14.6145,0.7119
YPK1,0.2521,0.1278,0.3799,-0.2567,-0.1664,0.0857,-0.2942,0.3845,0.6366,-1.3283,1.9649,1.1441,1.1216,1.3737,0.2555,0.2042,0.4563,-0.9174,0.866,1.1181,-0.067,1.1851,-0.7798,0.8364,0.0155,0.8208,0.3058,0.5579,-1.2184,0.5368,0.7889,0.231,-0.6403,1.5242,1.7763,1.1771,1.4292,-0.3471,0.7156,0.9677,0.3342,0.4525,0.7046,-0.263,0.1675,0.3814,0.6335,-1.1428,0.285,0.5371,-0.8921,-0.0964,1.8186,2.0707,0.2944,1.1025,1.3546,-0.0746,-0.7161,1.0068,1.2589,-0.8118,0.7757,1.0278,-0.3268,-0.2311
YPK2,1.7641,-0.2196,1.5445,-0.2221,-0.6177,1.1464,-0.3981,0.0025,1.7666,-0.3112,2.0778,-0.1449,0.3003,2.0644,0.1784,-0.5981,1.1661,-0.8983,0.1219,1.886,0.1052,1.7808,-0.297,2.0913,-0.1314,2.2227,-0.2675,1.4967,-0.8982,-0.5857,1.1784,-0.3183,-1.2743,0.6307,2.3948,0.6886,2.4527,0.0578,0.2557,2.0198,0.2891,0.1154,1.8795,-0.1404,0.1572,-0.0334,1.7307,-0.6641,-0.0418,1.7223,-0.7304,-0.0084,1.211,2.9751,0.5803,0.3616,2.1257,-0.327,-0.8494,0.6595,2.4236,-0.5516,0.7726,2.5368,0.4111,0.1132
YPK3,-2.2788,-7.8543,-10.1331,-6.4221,-7.8543,-10.1331,0,-1.4322,-3.711,-4.7813,1.0702,5.1195,1.6176,-0.6612,-0.452,-4.5654,-6.8442,-6.183,2.0696,-0.2092,-0.7788,0.5696,-0.5007,0.0661,4.1153,-4.0492,-7.8543,-10.1331,-10.3243,-1.936,-4.2148,5.9184,-3.42,2.4699,0.1911,1.484,-0.7948,-0.9859,-7.8543,-10.1331,0,-7.8543,-10.1331,0,0,-7.8543,-10.1331,-10.3243,-7.8543,-10.1331,-9.3383,0,3.3399,1.0611,0.87,2.8215,0.5427,1.3375,-0.5184,-7.8543,-10.1331,-11.1942,-7.8543,-10.1331,-10.6759,0
YPK9,-4.8387,0.3957,-4.4429,-3.7391,4.3029,-0.5358,3.9072,4.1349,-0.7038,-2.0718,1.368,0.5723,5.2081,0.3694,0.4454,4.6359,-0.2028,-0.5722,4.7627,-0.076,-0.7119,0.636,-0.7321,0.7208,-0.0749,0.7957,-2.8892,-7.7278,-8.6357,3.2173,-1.6214,6.1065,-1.9046,5.7465,0.9078,5.1219,0.2832,-0.6246,4.8036,-0.035,3.3611,-2.5929,-7.4316,-7.3966,-7.1331,1.4426,-3.3961,-4.3039,4.5402,-0.2985,-0.5817,3.0976,5.6961,0.8574,-0.0504,4.2447,-0.594,-0.8772,-1.4513,5.0004,0.1617,-0.6957,4.7113,-0.1273,0.4666,-0.289
YPL014W,-3.0244,0,-3.0244,0,0,-3.0244,0,0,-3.0244,0,-3.0244,0,0,-3.0244,0,0,-3.0244,0,0,-3.0244,0,-3.0244,0,-3.0244,0,-3.0244,3.8723,0.8478,-7.7264,0,-3.0244,-3.8723,-3.6853,11.5987,8.5743,3.6853,0.6609,-7.9133,3.5661,0.5417,-0.4068,0,-3.0244,-3.5661,-4.2809,3.9729,0.9485,-7.6257,4.2809,1.2565,0.5956,0.308,11.4654,8.441,-0.1332,11.1683,8.1438,7.4829,-0.2972,3.6109,0.5865,-7.8546,0,-3.0244,-11.1683,-3.6109
YPL067C,-3.2029,5.5081,2.3052,0.5755,5.8556,2.6527,0.3475,4.9326,1.7297,12.809,-11.0793,-13.9358,-7.8763,-11.0793,0,-0.6738,-3.8767,7.2025,-7.8763,-11.0793,0,-11.0793,0,3.1922,0.3357,2.8565,5.6521,2.4492,0.146,6.0768,2.8739,0.4247,-0.0788,5.5061,2.3032,6.1556,2.9527,0.6495,6.133,2.9301,-0.945,6.9743,3.7714,0.8413,-0.4079,7.078,3.8751,1.5719,7.3822,4.1792,1.2266,0.3042,5.7753,2.5724,0.2692,6.3312,3.1283,0.1757,0.5559,6.5781,3.3751,0.8028,6.9834,3.7805,0.6521,0.4053
YPL088W,-8.8251,6.1151,-2.71,-0.5962,8.1478,-0.6773,2.0327,6.7113,-2.1138,0.2016,-2.3154,-5.4265,11.23,2.4049,-0.3596,9.9498,1.1247,-1.2802,11.5896,2.7645,-0.0357,2.8002,5.1156,2.9663,-0.1448,3.1111,0,-8.8251,-11.4265,0,-8.8251,0,-10.8168,11.4265,2.6013,10.8168,1.9917,-0.6096,11.644,2.8189,0.2178,11.4758,2.6507,-0.1682,-0.1121,11.4262,2.6011,-0.0002,11.588,2.7628,0.7711,0.1617,10.7923,1.9671,-0.6342,10.0185,1.1934,-0.7984,-0.7738,10.5592,1.7341,-0.233,11.0854,2.2603,1.0669,0.5261
YPL107W,-11.0944,0,-11.0944,-3.7945,7.5624,-3.532,7.5624,3.7945,-7.2999,-8.5364,1.2366,0.0903,0,-11.0944,0,3.745,-7.3494,3.745,0,-11.0944,-11.5698,0.4754,-0.7612,1.1419,-0.0044,1.1463,11.3484,0.254,3.3828,7.5385,-3.5559,-3.8099,-0.4624,7.9656,-3.1288,8.0009,-3.0935,0.0353,4.0976,-6.9968,-4.2528,8.0414,-3.053,3.9438,-4.4073,8.3504,-2.744,0.3848,12.4487,1.3543,4.4478,4.0983,0,-11.0944,-7.9656,3.932,-7.1624,-4.0689,3.932,8.5456,-2.5487,8.5456,8.3812,-2.7132,4.4492,-0.1645
YPL108W,-7.4209,-3.6161,-11.037,-6.9928,3.2705,-4.1504,6.8866,3.3767,-4.0442,3.8629,-7.9071,-8.4217,-3.6161,-11.037,-3.0255,-3.6161,-11.037,0,-0.5906,-8.0116,-0.4042,-7.6074,0.2998,0.4462,-0.0683,0.5146,-3.6161,-11.037,-3.3606,-3.6161,-11.037,0,0,-0.2555,-7.6764,-3.6161,-11.037,-3.3606,-3.6161,-11.037,-3.5448,-3.6161,-11.037,0,-3.9758,-0.0713,-7.4922,0.1841,0.3597,-7.0613,3.9758,0.431,3.3303,-4.0907,3.5857,3.2571,-4.1638,6.8732,-0.0731,0.0494,-7.3715,-3.2808,7.7812,0.3603,4.5241,7.7318
YPL109C,2.6198,0.0988,2.7186,-0.4787,-0.1906,2.4291,-0.2895,0.5776,3.1973,0.1738,3.0235,0.7018,0.5931,3.2129,0.6667,-0.7944,1.8253,-1.3876,-0.0736,2.5461,0.6223,1.9238,-1.0997,2.4663,0.1446,2.3217,-0.5646,2.0552,-1.8289,-0.2021,2.4177,0.3624,-0.719,1.2644,3.8842,0.5169,3.1367,-0.7475,0.0244,2.6442,0.0795,-0.4639,2.1559,-0.4884,-0.2553,-0.0551,2.5647,-1.3195,-0.2086,2.4112,-0.7255,-0.1535,0.9453,3.5651,-0.3191,-5.1726,-2.5529,-5.6896,-6.1179,0.1401,2.7599,-0.8052,0.142,2.7618,5.3147,0.002
YPL113C,-11.2949,12.6229,1.328,5.0106,7.6789,-3.616,-4.944,7.6123,-3.6826,-3.5304,-0.1523,-0.0945,11.6193,0.3244,1.0129,11.377,0.082,-0.2424,10.6064,-0.6885,0.1564,-0.8449,-0.6926,0.536,0.5938,-0.0578,8.8501,-2.4448,-3.3552,7.3058,-3.9891,-1.5444,-4.7718,12.2053,0.9104,12.0776,0.7827,-0.1278,7.8544,-3.4405,-4.3548,12.5082,1.2133,4.6538,4.8037,12.2093,0.9144,0.0039,7.7044,-3.5905,-4.3731,-4.5048,11.1325,-0.1624,-1.0729,3.5953,-7.6996,-8.4822,-7.5371,9.1405,-2.1544,-1.992,12.8667,1.5717,9.2713,3.7261
YPL150W,-7.621,7.6142,-0.0068,3.7004,-0.0339,-7.6549,-7.6481,3.9138,-3.7072,-4.7925,1.0853,0.6902,7.9263,0.3054,-0.0219,7.7018,0.0809,-0.2245,7.9482,0.3272,-0.454,0.7812,-0.3041,0.5979,0.2029,0.395,3.4612,-4.1597,-3.999,7.282,-0.3389,3.8208,-0.695,7.4602,-0.1607,7.977,0.356,0.5168,0.567,-7.054,-6.6829,-3.4798,-11.1008,-4.0468,-3.6298,7.2499,-0.3711,-0.2104,0.1499,-7.471,-7.8271,-7.0999,8.1503,0.5293,0.6901,8.5494,0.9285,0.5724,0.3991,4.1738,-3.4472,-3.9765,8.3352,0.7143,-0.2142,4.1615
